nonexample,"We must lead a global coalition to disrupt terrorist networks, destroy their safe havens, discredit their ideology &amp; defeat them for good."
nonexample,Excited to be in Minnesota today! I’ll be speaking in Duluth shortly and in St. Paul tonight. #BernieInMN  https://t.co/WAqjwCYk6i
nonexample,"This is it: The caucuses and primaries are almost here. If you're with Hillary, say so: https://t.co/gjUBoIckmE https://t.co/uy3QFC8xNm"
nonexample,"A quality education is a key to achieving the American Dream, but today's education system is failing our students. https://t.co/qmm3iV2TIs"
nonexample,Shot some pool with @KFaulders in Iowa earlier this week. Not going to say who won but... #CandidCarson https://t.co/7t3iNttd8C
nonexample,"Join @SarahKSilverman, @georgelopez, @kevin_nealon and others at the Laugh Factory tonight.
https://t.co/OOorjQUnPZ"
nonexample,"What a turnout! Watch our rally in Duluth live here: https://t.co/paxLq9PJFu
#BerneInMN"
nonexample,"""Minorities Line Up Behind Donald Trump"" #Trump2016 
https://t.co/ClcvOgWOMy"
nonexample,"""Trump shows complete domination of Facebook conversation"" 
https://t.co/tPiIyk4Dyc"
nonexample,"I believe that we need a political revolution. The same old, same old just isn't going to do it. We have to be bold. #BernieInMN"
nonexample,"We can reignite the promise of America. And with your help, we WILL. Join the #CruzCrew: https://t.co/XKeU2HUmCY
https://t.co/eYRNz7a06L"
nonexample,One of five people in this country that get a prescription from a doctor cannot afford to fill that prescription. That’s wrong. #BernieInMN
nonexample,"No one should have to work around the clock just to get by.
https://t.co/XyGKcXUJdv"
nonexample,"Sad to hear another #Borinqueneer, Francisco Torregrosa, died before receiving Congressional Gold Medal. https://t.co/vo5tsUVlUt"
nonexample,"Brothers, we must stand with our sisters and demand pay equity so women get equal pay for equal work. #BernieInMN https://t.co/3W132q1cgI"
nonexample,"Thank you, America!
#MakeAmericaGreatAgain #Trump2016 https://t.co/7xxWD0au9H"
nonexample,My court nominations will include those with a history of respecting limits of govt power &amp; the will of the people: https://t.co/C68UoWMCsn
nonexample,I will be a champion of the unborn and will fight to defund rogue groups like Planned Parenthood. Join the fight: https://t.co/KKUDfyWyoc
nonexample,"I believe America is ready for a new path to the future. Join our campaign for president at https://t.co/zofUc3X5GB.
https://t.co/1S31tN3xCW"
example,"Pathetic attempt by @foxnews to try and build up ratings for the #GOPDebate. Without me they'd have no ratings! 
https://t.co/2bx54VKpQh"
nonexample,See if you can find the Easter egg in my Snapchat story today. https://t.co/cOMxiwn1za
nonexample,We must protect a woman’s right to choose and we must defend Planned Parenthood. #BernieInMN https://t.co/laFQS1BSmT
nonexample,https://t.co/SmTkLPiBYD
nonexample,On with @megynkelly in just a few minutes. Tune in. #KellyFile
example,Washington is broken and both parties are to blame. https://t.co/UEqONM83yk
nonexample,".@tperkins is a man of incredible principle and faith. I am honored to have his blessing and endorsement for 2016!
https://t.co/OpZLQqO1vM"
nonexample,I challenged @realDonaldTrump to a one-on-one debate. Tell him to accept: https://t.co/wUZHtRpaj4 #DuckingDonald https://t.co/xjCvjS7yyx
nonexample,America wants a fighter who shows up. https://t.co/l64TB0ThPq @FoxNews #KellyFile
nonexample,"Thanks to Denise of TX! Her gift put us over the $130k line, so she won a signed football: https://t.co/IOBAwyBfyF https://t.co/VfYkTJeUxM"
nonexample,"What's happening in Flint should break all our hearts—and spur us to action. If you are able, give to https://t.co/XKJUx3KplA. -H"
nonexample,"CBS's FACE THE NATION - Posts Largest Audience Since 2001
#Trump2016 #MakeAmericaGreatAgain https://t.co/TzZx97FU1n"
example,"I refuse to call Megyn Kelly a bimbo, because that would not be politically correct. Instead I will only call her a lightweight reporter!"
example,".@realDonaldTrump, trembling at being questioned by @megynkelly, channels Monty Python:  https://t.co/6k5sNQ8VJb"
example,The statement put out yesterday by @FoxNews was a disgrace to good broadcasting and journalism. Who would ever say something so nasty &amp; dumb
nonexample,"Tell @realDonaldTrump to accept my one-on-one debate invitation: https://t.co/4VjAOsIyqj #DuckingDonald #IACaucus
https://t.co/7nHcQNgVCw"
nonexample,"Democratic socialism means that in a democratic, civilized society the wealthiest people and largest corporations must pay their fair taxes."
nonexample,"On the road lately, I've been getting asked a lot of questions about my faith. Here's what I tell people: https://t.co/qfbHnyeqWz"
nonexample,"NEW VIDEO: Granite Staters always let me know what's on their minds. Here are some of my favorite moments from Q&amp;A.
https://t.co/GRXRB2yvb5"
nonexample,"On air now with @HeraldRadio, listen live here: https://t.co/2UriCspxNG"
nonexample,The first step to fixing our broken education system? Empower those most responsible for a child’s success: parents. https://t.co/qmm3iULiQU
nonexample,Great speaking with @seanhannity last night at our Revive 714 event in Iowa. #CandidCarson https://t.co/oQONWZ47PR
nonexample,Looking forward to being on @CNN with @wolfblitzer today at 1:00 (EST). Be sure to tune in!
nonexample,"Despite the fact that millions of workers want to join a union, it has become harder and harder for workers to in fact create unions."
nonexample,The current tax code is a labyrinth with special interest giveaways &amp; breaks for DC insiders. My plan changes that: https://t.co/UK6OWwaVts
nonexample,Nothing will get better if we keep sending people to Washington who will say or do anything to get elected. https://t.co/y457vhNwDm
nonexample,"Thanks to George of FL! His gift put us over the $140k line, so he won a signed football: https://t.co/IOBAwyBfyF https://t.co/kXnm4XJCih"
nonexample,"#CruzCrew: Join @GovernorPerry, Pro-Life Leaders &amp; me in Des Moines tonight! RSVP here: https://t.co/MqouRrXNk2 https://t.co/wi20Y9FOxI"
nonexample,We need to raise incomes to lift families out of poverty. https://t.co/j8vj01tBmJ
nonexample,"Today, I'm proud to release my plan on how we can destroy #ISIS. Read more: https://t.co/vHkBR49TQ0 #CarsonPolicy
https://t.co/giSU6FxHcX"
nonexample,Tell @realDonaldTrump to accept: https://t.co/xdVwVaBE6z https://t.co/hUJWDC4PJf
example,The Iranians know a mark when they see one. Want more concessions before Obama leaves office: https://t.co/BcftlQ2XR3
nonexample,My statement on Donald Trump skipping tomorrow's @FoxNews debate: https://t.co/t2ASvRa9M4 https://t.co/87vaK1Prcr
nonexample,Innovation and business success should be rewarded. But greed for the sake of greed is not something that public policy should support.
nonexample,"As President, I will unify the national will to confront Radical Islamic Terrorism, destroy our enemy, and protect the homeland."
nonexample,#CruzCrew: get ready for #IACaucus: https://t.co/szn4K45SHh https://t.co/92iy3NP8CY
nonexample,"My plan for reform &amp; growth will lead to 19 million new jobs. We will compete with the world and we will win.
https://t.co/xv1OXrxcfn"
nonexample,The Iowa caucus is coming up fast! Say #ImWithHer and commit to vote or caucus in your state: https://t.co/YkTJTsjuDK
nonexample,"Let's debate before the #IACaucus, @realDonaldTrump: https://t.co/xdVwVaBE6z

https://t.co/BYUgJodPw7"
nonexample,Democratic socialism means that we have government policy which does not allow the greed of the fossil fuel industry to destroy our planet.
nonexample,Just got to listen to Rush Limbaugh - the guy is fantastic!
nonexample,"National @schoolchoicewk is more than a proclamation. This is about the great civil rights challenge of our time.
https://t.co/hxNqYxafOt"
nonexample,"Everything we've fought for is almost here. Now it's time to fight back! 

Donate today---&gt; https://t.co/Cdu9nXm6mT
https://t.co/ul9goyUVpq"
nonexample,America can no longer dawdle while the Islamic State continues perpetrate terrorist attacks against the free world. https://t.co/vHkBR49TQ0
example,Don't let #DuckingDonald skip the debate. Get your #MakeTrumpDebateAgain hat today -----&gt; https://t.co/U4RQzKkXTw https://t.co/HzzQ3PSLoo
nonexample,"Even though I beat him in the first six debates, especially the last one, Ted Cruz wants to debate me again. Can we do it in Canada?"
nonexample,5 days to Iowa! https://t.co/h3XKnK2KBH
nonexample,"Regardless of their income, we need to give our children a fair shot at attending college -college education tuition should be free for all."
nonexample,"Have you heard our official podcast, The Audible, yet? Check out the newest episode now: https://t.co/UCOZ4jLcEG https://t.co/rkSPTV12WE"
nonexample,I am proud &amp; honored to have the best grassroots team in Florida. Thank you for all your support: https://t.co/qXIl1R1t4n
nonexample,"#HolocaustRemembranceDay
https://t.co/vJgXnHgJUj"
nonexample,Inequality stalks our education system. https://t.co/LcUgQtOeiR
nonexample,Super PACs funded by billionaires buy elections. Ordinary people don’t vote. We have an economic and political crisis in this country.
nonexample,Gun makers should be held accountable for endangering Americans. I voted against immunity—it's time to repeal it. -H https://t.co/L0mTx5JBoF
nonexample,"On this #HolocaustRemembrance Day, let us honor the resilience and courage of the Jewish people."
nonexample,I am self funding my campaign so I do not owe anything to lobbyists &amp; special interests. https://t.co/QYcedgsoV3 https://t.co/5f7zFDiVsN
nonexample,5 more days until the Iowa Caucus and the cold isn’t stopping our hard working group of volunteers. https://t.co/X4YbYGNMmu
nonexample,Today we remember the greatest atrocity in human history. The horror of the Holocaust must never be forgotten: https://t.co/g2N1SQeGZ8
nonexample,I will be interviewed on @oreillyfactor tonight at 8:00 P.M. (Eastern). Enjoy!
nonexample,Listen to caucus-goers from all over Iowa share why they're on #TeamMarco: https://t.co/tEw9QF3eUB
nonexample,Want to help amplify Bernie's message with other supporters using social media? Join Connect: https://t.co/QjTOY0lYpd
nonexample,The Iowa caucuses are just days away. Here’s everything you need to know: https://t.co/TxNxdikQu4 #iacaucus https://t.co/X2rwocCab5
nonexample,5 days to #iacaucus. Here are a few ways your five bucks help Hillary win in Iowa: https://t.co/IhHN0F6urm
nonexample,I'm excited to join @Arightside on #SiriusXMUrbanView 126 in just a few minutes! Be sure to tune in!
nonexample,"And now we've crossed $150k, thanks to Chris of Iowa! He donated and won a signed football: https://t.co/pY2mVqwYeC https://t.co/GXrW8K39Kq"
nonexample,Order it here: https://t.co/U4RQzKkXTw https://t.co/XR7cDuthaI
example,https://t.co/U4RQzKkXTw #DuckingDonald  https://t.co/EY96wWYv6g
nonexample,"Watch live here, #CruzCrew: https://t.co/vEs4mL30Et #IACaucus #CaucusForCruz https://t.co/1elYb7FN56"
nonexample,"71 years ago, Auschwitz was liberated. Today @ColumbaBush and I honor all victims &amp; survivors of the Holocaust. https://t.co/klJDUNdsSk"
nonexample,"Bernie Sanders: speaking tonight in Mason City, Iowa.  
Hillary Clinton: at investment firm fundraiser in Philadelphia."
nonexample,I'll be on @FoxNews with @seanhannity live from Iowa tonight. Tune in!
nonexample,TONIGHT: I talk to @seanhannity from the #CruzToVictory bus. Tune in at 10 pm ET! https://t.co/10oGjrGJpA
nonexample,My town hall in Dubuque will begin shortly. Watch live here: https://t.co/kGVoJJtdBD #iacaucus
nonexample,".@VoteMattSchultz: ""You can trust Ted Cruz because he talks the talk AND he walks the walk."" #CaucusforCruz https://t.co/br6LIftkD2"
nonexample,"No matter who you are, what you look like, or where you come from—you deserve a president who will fight for you. https://t.co/BJqdGSwmMX"
example,"If @realDonaldTrump can’t handle the @FoxNews debate, what else will he not be able to handle?"
nonexample,"Today &amp; every day, we have an obligation to confront hate, advance human rights, &amp; help those fleeing persecution. #HolocaustMemorialDay -H"
nonexample,.@GovernorPerry on why he believes you should #CaucusForCruz: https://t.co/szn4K45SHh https://t.co/ho2TmLqWu0
nonexample,"On this Holocaust Remembrance Day, we vow never to forget the lessons of that tragedy and to stand up to all forms of hate."
nonexample,"119 hours. That's how long we've got. Let's do this, Iowa! #CaucusForCruz: https://t.co/szn4K45SHh https://t.co/3uRWgEcVwG"
nonexample,"Here with the people of Mason City, Iowa tonight with @SusanSarandon. Tune in live here: https://t.co/Io2Al3B143"
nonexample,Encourage @realDonaldTrump to accept: https://t.co/xdVwVaTeY7 https://t.co/6gmVK7nnNN
nonexample,https://t.co/xdVwVaBE6z https://t.co/hq9PcYlszl
nonexample,Reproductive rights are human rights. Denying them isn’t just a violation—it puts lives at risk. We can’t go back. https://t.co/YYHiDZGXSC
nonexample,Leaving no door un-knocked in Iowa. Say you're with Hillary: https://t.co/Kqz0bQ7DOO (📷: @sarahhwang95) https://t.co/besxiCk9bI
nonexample,"We have a time. We have a place. All we need is a candidate. What do you say, @realDonaldTrump? https://t.co/FShGRfLQ2o"
nonexample,I’ll be talking with @seanhannity on @FoxNews tonight at 10 PM ET. Hope you’ll tune in.
nonexample,The dynamics of the race have changed and our campaign has significant momentum heading into Iowa and New Hampshire.
nonexample,"Thank you- Lexington, South Carolina!
#Trump2016 #MakeAmericaGreatAgain
https://t.co/jaiRNIyYGL https://t.co/upAo2eDDVB"
nonexample,Everything we've fought for is almost here. https://t.co/SJdFdqCl5q #EarnIt https://t.co/txJ8joVVrU
nonexample,Everything we've fought for is almost here. https://t.co/SJdFdqCl5q #EarnIt
nonexample,FOX debate advertising rates falling like a rock! Tune into my special event for the Veterans at 9pm EST!
nonexample,"Thanks to John of MA! His gift put us over the $160k line, so he won a signed football: https://t.co/IOBAwyBfyF https://t.co/0yAMT9fJSQ"
nonexample,I'll be on with @seanhannity next. Tune in to @FoxNews
nonexample,"On Greta, 87% of the people said they would not watch the debate if I'm not in it. Wow- what an honor!"
nonexample,On set now. Tune in https://t.co/8T9Ug4Fzpn
nonexample,Grateful to have a moment of reflection and community with faith leaders from across the country in Philadelphia today. Thank you all. -H
nonexample,"It's time for a president who will stand up to runaway government and fight Washington special interests.
https://t.co/o0LUDypsU1"
nonexample,"#Trump2016 #IACaucus Finder:
https://t.co/ANvTcZqfOq https://t.co/thNiQh0nY6"
nonexample,"""@creta_r: @realDonaldTrump Looking forward to watching Donald Trump rally Thursday night on CNN!!"""
nonexample,"Congrats to Gloria of FL! Her gift put us over the $170k line, so she won a signed football: https://t.co/IOBAwyBfyF https://t.co/yQQTzm1JLo"
nonexample,"""@splashpoint50: @realDonaldTrump Our ReTrumplican Trump support group of 9500 members say 97% will not watch the debate tonight!"""
example,"""@gene70: @FireFlyFury @megynkelly @realDonaldTrump And this is the bimbo that's asking presidential questions? https://t.co/oU1uUGnuWb"""
example,"""@HenryOray: @CNNPolitics @tedcruz @realDonaldTrump is fighting corruption. Big donors took over Cruz. No to Donors"""
nonexample,This is what's at stake in this election: https://t.co/7ICqIJYZOZ
nonexample,"""@Davejager1: @creta_r 9 pm channel 70 CNN I will be watching Trump tonight. Want to have a person in the White House that takes no BS."""
nonexample,"""@HaloOneForTrump: @foxnews takes #YUGE hit on advertising revenues by screwing with @realDonaldTrump ROFL! https://t.co/ndyHNiUdks"""
example,"""@CJCboi: @DRJAMESCABOT @realDonaldTrump @DanScavino @Carolde @PlaysTrumpCard Checked YOUR wallet lately, Mr Ailes?"""
nonexample,"""@dukeofbc:  @megynkelly debate Cruz one on one. I would just tell him that you were to busy running for the President of USA, not Canada"""
nonexample,"""@_HankRearden: I respected Cruz ppl until this lie. We're just tired of it from your side. 1949z @steph93065 https://t.co/4K3u8JURiH""  NO!"
nonexample,"""@Plazzmatic: @realDonaldTrump @danpgabriel Sounds like the advertisers want Trump, he knows what he is doing."
nonexample,"""@Rick_Gobbi: @realDonaldTrump ...Hold up a mirror so the network cameras show how big the crowd is.""  GREAT IDEA!"
nonexample,"""@michaelG4NY: new @nbcnews WSJ poll shows @realDonaldTrump pulling ahead of @tedcruz in #Iowa. https://t.co/18ktk7IZUd""  Great!"
nonexample,"Wow, two candidates called last night and said they want to go to my event tonight at Drake University."
example,"""@hollywoodJV: @realDonaldTrump Mr. Trump, why does Cruz hate Canada so much. He should embrace his roots, it's a great country""  So true!"
example,"""@laurencristmann: @realDonaldTrump why do they have so many debates this year?? Also, why is Cruz still allowed to run, he's not eligible"""
nonexample,"The ""debate"" tonight will be a total disaster - low ratings with advertisers and advertising rates dropping like a rock. I hate to see this."
nonexample,"""@chgardens1: @mitchellvii Pathetic attempt to bribe @realDonaldTrump He can't be bought"""
nonexample,"""@BradCross4: @Drudge_Report_ @realDonaldTrump https://t.co/Ur1qgG291Z"""
nonexample,"""@rkirchmeyer: So @megynkelly brings in #MichaelMoore to add credibility in her fight with @realDonaldTrump?  #FoxNews #ROGERAILES"""
nonexample,"Honored to earn the endorsement of Congressman @VoteMeadows! https://t.co/g0B5Lz3wwd

Join the #CruzCrew: https://t.co/XKeU2HUmCY"
nonexample,"""@GmoneyRainmaker: I hope @CNN has enough bandwidth tonight because not many will be watching @FoxNews. Watching Trump tonight #GOPDebate"""
nonexample,Camp Cruz had a visitor this morning -- @heidiscruz! https://t.co/JtQB1tlYlM
nonexample,I'm not picking on @realDonaldTrump.  It's the truth. https://t.co/zy5qDM3lxe
nonexample,"Remembering the loss of #Challenger crew. 

""The future doesn't belong to the fainthearted; it belongs to the brave."" - President Reagan"
nonexample,Forcing a woman to separate herself from her baby because she is low income or working class is not a family value.
nonexample,Join thousands of people saying #ImWithHer before the Iowa caucus: https://t.co/4n7jlSQLW2
nonexample,Behind the scenes from my interview yesterday with @wolfblitzer. #CandidCarson https://t.co/diAbP5D2WJ
nonexample,“What America Needs: The Case for Trump” Great new book by the esteemed Jeffrey Lord @JeffJlpa1 Available now. https://t.co/xeHKbIDApr
nonexample,.@heidiscruz rallying the troops at the #CruzCrew HQ! Get ready to #CaucusForCruz: https://t.co/xGF4A4jPT2 https://t.co/1cHAYrDFzN
nonexample,"The Commander-in-Chief must lead, not lecture. My plan to defeat ISIS: https://t.co/t2BzNZWjY9 https://t.co/EXjJrb1qrx"
nonexample,School choice will be one of the most important ways we expand the American Dream to more people than ever before. https://t.co/qmm3iV2TIs
nonexample,"When we stand together there is nothing we cannot accomplish.  But when we're divided, the big money interests will always win."
nonexample,https://t.co/5jfB6quu7h
nonexample,Being politically correct takes too much time. We have too much to get done! #Trump2016 https://t.co/8icSqEombg https://t.co/fkgkcVxVo7
nonexample,"#Trump2016 #IACaucus Finder:
https://t.co/ANvTcZqfOq https://t.co/1vjCHYYlzU"
nonexample,@ScottMathes #CaucusForCruz: https://t.co/QPKWd36eCd https://t.co/RZkSLOEBEQ
nonexample,https://t.co/xdVwVaTeY7 https://t.co/jb0EeQ3AgA
nonexample,DC liberals may be content with the “new normal” of 2% growth. I know we’re capable of more: https://t.co/8BTCqMLr9f
nonexample,Freedom of speech does not mean the freedom to buy the United States government. https://t.co/ruNqXpijRO
nonexample,#CruzCrew: Tune in to tonight's #GOPDebate on @FoxNews​ at 9 pm ET: https://t.co/kPJD2qbNDc https://t.co/iPCnfx8tah
nonexample,"""The Academy has to catch up with our reality."" —Hillary on the Oscars’ diversity problem: https://t.co/pAUq8AJySc"
nonexample,"It is my great honor to support our Veterans with you! You can join me now. Thank you! #Trump4Vets
https://t.co/1xwz7TYFZd"
nonexample,"It is my great honor to support our Veterans with you! You can join me now. Thank you! #Trump4Vets
https://t.co/UVn3kUd2DV"
nonexample,"""Iowa lawmakers give Ben Carson standing ovation at Capitol"" https://t.co/oKh2Hp8MqS via @SFGate"
nonexample,"Tennessee GOP Poll
https://t.co/hfSxKaXC42
Trump 32.7%
Cruz 16.5%
Carson 6.6%
Rubio 5.3%
Christie 2.4%
Jeb 1.6%"
nonexample,More proof that women need a president who will stop attacks on women's health in their tracks. https://t.co/II44JhLHJA
nonexample,https://t.co/9Kb1DFPQUz
nonexample,The current federal minimum wage of $7.25 an hour is a starvation wage and must be raised to a living wage of $15 an hour.
nonexample,So great meeting you all. Thanks for helping us win the @DrakeUniversity #iacaucus simulation last night! https://t.co/XG2wUKHNt7
nonexample,"To everyone raising their voice to support this campaign: It means more than you know. Thank you. -H 
https://t.co/Kbs5l9QIF0"
nonexample,"RIP Barry Coates, a brave veteran who should still be with us today. Best way to honor him is to fix a broken VA: https://t.co/fDKePqilB0"
nonexample,RT if you're tuning in to tonight's #GOPDebate on @FoxNews! #CruzCrew #CaucusForCruz #IACaucus https://t.co/VTO7Dsk1Hm
nonexample,"“It’s clear she knows how to get things accomplished in these crazy political times."" —@IAStartingLine https://t.co/H8SNRrEIXW"
nonexample,Today we remember and honor the legacy of the #Challenger crew members who gave their lives for our nation. https://t.co/dv4bszgoup
nonexample,Mothers should not be afraid of their children being targeted by the police because of the color of their skin.
nonexample,@orangeknow thanks Alex!
example,Going to tonight's #GOPDebate? Look for this #DuckingDonald @Snapchat filter --&gt; https://t.co/WfsyG8Apv8
nonexample,Two new polls show we're 2nd or tied for 2nd in NH. Help us keep the momentum going. Chip in $1 now: https://t.co/2GjjQMLgvK
nonexample,"20 Most Anticipated Hotel Openings of 2016: Trump International Hotel, Washington D.C. https://t.co/jd3H0LQcas"
example,"I hear that @SenTedCruz’s $$ man, Robert Mercer, a good man, is very angry because Cruz lied to him about liquidating his (Ted’s) holdings.?"
nonexample,"As president, I will wage war on radical Islamic terrorists and protect the homeland. Read my comprehensive plan: https://t.co/vHkBR49TQ0"
nonexample,We must significantly increase the role that all people play in the political process. Change happens when we stand up and fight back.
nonexample,Having a little fun during my walk through for tonights #GOPDebate. Make sure to tune in! #CandidCarson https://t.co/OgZw03KuOG
nonexample,"Predatory drug pricing is unjustified.
It is wrong.
And it needs to stop. https://t.co/yjQzICSBxU"
nonexample,"People should not underestimate us. Let’s rock the boat. #IAcaucus
https://t.co/e4jijykHAO https://t.co/1tnZ2UJTHh"
nonexample,Proud of the FL House of Representatives for giving more freedom to innovative companies like @Uber to create jobs in the Sunshine State.
nonexample,#CruzCrew: tune in to the #GOPDebate at 9 pm ET on @FoxNews! https://t.co/oQ65NCbUnR
nonexample,Thank you! https://t.co/nn7ekdkF5r
nonexample,"Today is one of the last days to contribute and have it go towards our campaign in Iowa:
https://t.co/Fzq1Tgodsn"
nonexample,"I was proud to lead the fight against @MarcoRubio's amnesty.
When I say I’ll secure the border, you can trust me!
https://t.co/xLn61G4mLD"
nonexample,"We will go after pharmaceutical companies that gouge patients with pricing. They are wrong, and we will stop them.
https://t.co/Hv841YgK1M"
nonexample,ISIS committed/inspired 70+ attacks in 17 countries on 5 continents since September 2014. We need a new strategy: https://t.co/PgAQ1cJUDb
nonexample,It is not a radical idea to say that no person in this country working 40 hours a week should live in poverty.
nonexample,"#Trump2016 #IACaucus Finder:
https://t.co/ANvTcZ8EpQ https://t.co/gicaoEOFCC"
nonexample,There’s a great story behind this unusual campaign stop. 🎳 https://t.co/aeufKpFrGs
nonexample,"""Donald Trump Hands Bill O’Reilly Cable TV Viewership Win""- @deadline-https://t.co/Ytid4IrW4y"
nonexample,The issue that I have with Common Core is that it lacks Common Sense. My education plan will empower teachers. https://t.co/Fvvi89QMkt
nonexample,#TBT to the first #GOPdebate. I cannot wait to run against Hillary. https://t.co/xIW2tdTWE3
nonexample,The issue that I have with Common Core is that it lacks Common Sense. My education plan will empower teachers. https://t.co/xlCKf29V8o
nonexample,"Before tonight’s #GOPDebate, check out some of my pre-debate rituals: https://t.co/19bFZ3x9vz https://t.co/aRvp18N2Po"
nonexample,"Three days. Ten events. Can’t wait to talk with you, Iowa: https://t.co/ZK0UW4hqTN"
nonexample,#CruzCrew: Tune in to tonight's #GOPDebate on Fox News​ at 9 pm ET: https://t.co/kPJD2qbNDc https://t.co/XnVzVHPnko
nonexample,"If we stand together, there is no limit to what we can accomplish. We can bring hope to the political process. We can make real change."
nonexample,.@POTUS worked hard to secure health care coverage for millions of Americans—our next president has to protect that progress.
example,"Watching biased Charles @krauthammer, a @FoxNews flunky who didn't know that I won every debate, in particular- the last one. Check polls!"
nonexample,Tonight is the last #GOPDebate before voting begins &amp; I’m asking for your support. Chip in $1 to say you’re with me. https://t.co/kwYnqsiufT
nonexample,"Four days! (Iowans, confirm where to caucus: https://t.co/71pJ2HJsnq) https://t.co/El3nHlTd3w"
nonexample,4 days until the Iowa Caucus &amp; we’re so grateful to have @djscotter on our team. Thanks for all you do! https://t.co/U7tD1E7wdF
nonexample,"Tune in to @FoxNews tonight at 9 pm ET, #CruzCrew! #GOPDebate  https://t.co/p9pzRW3H2k"
nonexample,I want to end the sad reality of having more people in jail than any other country. I'd rather we have the best educated population.
nonexample,Our country is a special country where anyone from anywhere can achieve anything. #GOPDebate #TBT https://t.co/zFYs1RAyn4
nonexample,"Google ""Ben Carson"" during the debate tonight to see real-time responses from the Carson team. https://t.co/gA6cu3gmVy"
nonexample,A pre #GOPDebate prayer https://t.co/akVas5mvVE
nonexample,The best poster to see before tonight’s #GOPDebate https://t.co/BhxFZVRJwG
nonexample,Handing over my Twitter account to @TeamMarco - tune into the #GOPDebate at 9pm ET. Follow our liveblog: https://t.co/4nfIKrDSRR
nonexample,"Lord, let your wisdom be my words tonight. I stand aside, among your people, a servant leader -- ready and resolute to let your will be done"
nonexample,Team Jeb taking over! Follow along with us during the #GOPDebate → https://t.co/d4PJmGRLy0
nonexample,"Watch the #GOPDebate on 📺: @FoxNews
Follow along online with us here 💻: https://t.co/4nfIKrDSRR"
nonexample,Walking up to the stage now. I'm ready! #Christie2016 #GOPDebate
nonexample,"Climate change is real, it is caused by human activity, and the United States must lead the world in reversing its effects."
nonexample,"Here we go at the #GOPDebate! Join us online, #CruzCrew: https://t.co/nICXayCSI4!"
nonexample,Thank you to the men and women of Iowa for your tremendous hospitality! #GOPDebate
nonexample,There is a difference between personal insults and attacks and focusing on issues and substance. I plan to focus on substance. #GOPDebate
nonexample,"The #GOPdebate has one thing right: If you want to protect and build on the progress President Obama has made, Hillary's your woman."
nonexample,"""While Christie’s leadership led to more conservative results in NJ, others w/favorable landscapes have done less"" https://t.co/B5c9cVSO9T"
nonexample,"We don't want to be like the rest of the world, we want to be the United States of America. #GOPDebate"
nonexample,"In a deep blue state where Dems outnumber Republicans by 700,000 I was elected not once but twice https://t.co/QcQo7b7DBW #TheChristieRecord"
nonexample,I look forward to signing the #AudittheFed bill into law as president. #GOPDebate
example,Donald Trump isn't on stage at the #GOPdebate—but you can bet the same backwards ideas and out-of-touch rhetoric will be out in force.
nonexample,We need a leader who will fix things and has a proven record to do it. That's @JebBush. #GOPDebate
nonexample,I’m the only candidate on this stage with a fully Democratic Legislature #GOPDebate #TheChristieRecord https://t.co/QcQo7b7DBW
nonexample,You don't have to be a politician to tell the truth.
nonexample,"Are you following along with us online during the #GOPDebate? If not, you should be! &gt;&gt; https://t.co/daIwIvOrJK"
nonexample,I will apologize to no one for the vigorousness with which I will fight terrorism and utterly destroy ISIS #GOPDebate
nonexample,"Said it before, will say it again: Bluster and chest-beating aren't a strategy to defeat terrorism. #GOPdebate"
